request_id,subject_id,pdate,user_id,click_time,menu_id,menu_name,shunt_name,subject_name
d2c5829d-a8fc-4dd9-b3cb-3fcf29772106,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20221022002602_8685392b8c36499e53dbedcfc6ee40bc,2022-11-07 00:56:49,20220324135712_e682715c7e407613d077bba5bbd4dd15,干锅花菜,B,川渝风味
ceabc81d-4ec7-41e3-a51a-e3daa6c46097,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20221104214007_5c828e9065baaf393d357f0a2f46048f,2022-11-07 21:34:21,20211203100748_9bf9250b6e803a84195c66bfeadfd1f8,鱼香肉丝,A,川渝风味
f90f6926-5b18-427d-afe9-cb12bef14e06,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20221104202726_cdf5fa76f87e2f750799e028b609d5aa,2022-11-07 15:27:47,20211130112717_ba5e934383b3cfe3201f9a1c1dc8531f,回锅肉,B,川渝风味
cd391e08-30f9-4ca0-b96f-bff65392af70,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20211113131936_0130cd691b5f10936fcf467081e87732,2022-11-07 22:45:12,20211203100748_9bf9250b6e803a84195c66bfeadfd1f8,鱼香肉丝,B,川渝风味
c9712155-c7f3-4ef1-8830-0092ac6cfc74,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20221103184239_ac3a79f3e098c82c6a534bdaeb887a98,2022-11-07 12:47:17,20211125140947_f49884b0951699c20f91c9e1ca092077,宫保鸡丁,B,川渝风味
5c2d704a-f348-4493-a57e-1f9e5119e844,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20221106154834_c3b53fafb3c7cd4294bbfdaa95fc68a5,2022-11-07 00:42:02,20220324135712_e682715c7e407613d077bba5bbd4dd15,干锅花菜,A,川渝风味
f90f6926-5b18-427d-afe9-cb12bef14e06,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20221104202726_cdf5fa76f87e2f750799e028b609d5aa,2022-11-07 15:30:25,20211130112717_ba5e934383b3cfe3201f9a1c1dc8531f,回锅肉,B,川渝风味
c0aeb768-8389-4aa5-b40b-a7bd51881f85,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20221107224046_d5677dc285188554a41b4192169147b8,2022-11-07 23:06:23,20220324135712_e682715c7e407613d077bba5bbd4dd15,干锅花菜,A,川渝风味
15c047c9-c7f2-4bc4-9791-6d0b420c9178,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20221107130022_1e0a043df2d22caeededf6567ee9c492,2022-11-07 13:04:02,20220324135712_e682715c7e407613d077bba5bbd4dd15,干锅花菜,B,川渝风味
63cacd93-d88c-4fdd-a4d8-d05ce1a7de75,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20221105111631_26cf878eedb5c1650c860dfeaf972c54,2022-11-07 12:18:22,20211124183318_aa38f2a924e8f70eeaaac14364259bb3,鱼香茄子,B,川渝风味
6d123d2f-0ddf-4021-b1ea-70022cafd100,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20221026195231_cf5226b5c97b085db1ad1d6914069cc7,2022-11-07 20:55:11,20220324135712_e682715c7e407613d077bba5bbd4dd15,干锅花菜,B,川渝风味
73632782-68f7-4143-ba59-404b1774153f,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20221025132737_eb883f7f7a342bdc2890d342d4cb2b4f,2022-11-07 21:37:56,20211203100748_9bf9250b6e803a84195c66bfeadfd1f8,鱼香肉丝,B,川渝风味
26590627-de15-48b8-a78a-f84c65d1d872,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20221104141825_dc4ffbef876d942d3f1725e8bc84abe3,2022-11-07 15:05:18,20211124183318_aa38f2a924e8f70eeaaac14364259bb3,鱼香茄子,B,川渝风味
b7fa7862-694a-4d22-b0f0-7514a790a1e7,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20220221190626_0f321c9d5cb1e88d66b2e58d06502ed7,2022-11-07 21:43:42,20220324135712_e682715c7e407613d077bba5bbd4dd15,干锅花菜,B,川渝风味
b7fa7862-694a-4d22-b0f0-7514a790a1e7,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20220221190626_0f321c9d5cb1e88d66b2e58d06502ed7,2022-11-07 21:42:38,20220324135712_e682715c7e407613d077bba5bbd4dd15,干锅花菜,B,川渝风味
b7fa7862-694a-4d22-b0f0-7514a790a1e7,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20220221190626_0f321c9d5cb1e88d66b2e58d06502ed7,2022-11-07 21:42:57,20220324135712_e682715c7e407613d077bba5bbd4dd15,干锅花菜,B,川渝风味
b7fa7862-694a-4d22-b0f0-7514a790a1e7,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20220221190626_0f321c9d5cb1e88d66b2e58d06502ed7,2022-11-07 21:44:07,20220324135712_e682715c7e407613d077bba5bbd4dd15,干锅花菜,B,川渝风味
b5ddd3c7-c871-4a9e-9fad-bfe0c228950e,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20220826095407_e3a44866178e836b66815f246568cc54,2022-11-07 10:08:39,20220324135712_e682715c7e407613d077bba5bbd4dd15,干锅花菜,B,川渝风味
b41f4f75-d12b-49c9-80ca-3abc7746be9e,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20221020091657_8f8632172baa7ba62eb0597c494cff2c,2022-11-07 14:30:50,20211203100748_9bf9250b6e803a84195c66bfeadfd1f8,鱼香肉丝,B,川渝风味
3847eec1-b4b2-4db5-8ad7-b77818b50afc,20220124150817_d66aa5b7e58c2b8233024123212401b3,2022-11-07,20220531142020_9e56a9cf4ffc9019bd869b433c1fbb72,2022-11-07 08:54:01,20211124183318_aa38f2a924e8f70eeaaac14364259bb3,鱼香茄子,B,川渝风味
0513f3b0-8129-412c-8940-28339b68400d,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20220622224846_433b597072f1f9aea3d89cbe75d1e320,2022-11-07 11:58:17,20211217113304_b5528e8c5eca28d94f77d67a78d14e16,青椒炒蛋,B,快手家常菜
fe3e906b-293a-4b2c-8926-e502a102a069,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20210705160602_fbe013dd7adfcfc73c5fd29fc98bee80,2022-11-07 06:25:52,20211125170244_49f69cbaac380eeb3ca54ba87fc15b09,酸辣土豆丝,B,快手家常菜
fe3e906b-293a-4b2c-8926-e502a102a069,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20210705160602_fbe013dd7adfcfc73c5fd29fc98bee80,2022-11-07 06:28:41,20211217113304_b5528e8c5eca28d94f77d67a78d14e16,青椒炒蛋,B,快手家常菜
f90f6926-5b18-427d-afe9-cb12bef14e06,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221104202726_cdf5fa76f87e2f750799e028b609d5aa,2022-11-07 15:24:33,20211110143656_6a9cdbd54023df018dc53b3a27ff5e0f,油焖茄子,B,快手家常菜
f90f6926-5b18-427d-afe9-cb12bef14e06,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221104202726_cdf5fa76f87e2f750799e028b609d5aa,2022-11-07 15:30:39,20211110143656_6a9cdbd54023df018dc53b3a27ff5e0f,油焖茄子,B,快手家常菜
f803c4e2-6f70-4337-934b-d9da70eb96ce,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20220622224846_433b597072f1f9aea3d89cbe75d1e320,2022-11-07 22:08:23,20211201131418_5c785870ca744c19521af65ab83fe2e4,蚝油生菜,B,快手家常菜
f803c4e2-6f70-4337-934b-d9da70eb96ce,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20220622224846_433b597072f1f9aea3d89cbe75d1e320,2022-11-07 22:05:52,20211217113304_b5528e8c5eca28d94f77d67a78d14e16,青椒炒蛋,B,快手家常菜
f3bc5317-f087-40dc-8fc9-35477b6cfd10,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221024001553_05b4a7d61a8644df08d26b2842213118,2022-11-07 17:05:22,20220119104737_fb052a26141672dfd966822ea01199ea,辣椒炒肉,B,快手家常菜
f36eb6da-4aca-4b60-9f86-b03d422f360b,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221105211725_91730814d18ddb3b116a8114eba707cb,2022-11-07 08:25:33,20211110135115_1083e60f3df429d0fafb9441fef7abba,蒜蓉菠菜,B,快手家常菜
de118b3b-5b4d-40d8-9356-f0aed30e74f2,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20220822111752_9f090bd8a72f4a98440dee78c1dc96d0,2022-11-07 20:51:21,20211217113304_b5528e8c5eca28d94f77d67a78d14e16,青椒炒蛋,B,快手家常菜
d798c332-70ab-432d-a9f1-0c9f7077bd3f,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221103154445_3d7b25d325437b4d6588aec2548bec1c,2022-11-07 20:05:44,20211217113304_b5528e8c5eca28d94f77d67a78d14e16,青椒炒蛋,B,快手家常菜
d2c5829d-a8fc-4dd9-b3cb-3fcf29772106,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221022002602_8685392b8c36499e53dbedcfc6ee40bc,2022-11-07 00:54:57,20211110143656_6a9cdbd54023df018dc53b3a27ff5e0f,油焖茄子,B,快手家常菜
cd391e08-30f9-4ca0-b96f-bff65392af70,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20211113131936_0130cd691b5f10936fcf467081e87732,2022-11-07 22:43:26,20211110143656_6a9cdbd54023df018dc53b3a27ff5e0f,油焖茄子,B,快手家常菜
c0aeb768-8389-4aa5-b40b-a7bd51881f85,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221107224046_d5677dc285188554a41b4192169147b8,2022-11-07 23:13:25,20211110143656_6a9cdbd54023df018dc53b3a27ff5e0f,油焖茄子,A,快手家常菜
c05b83e7-d389-4858-b301-80253865eab1,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20210903195717_5b0f86dd77da1b5912e00f420ef55d87,2022-11-07 15:34:53,20211201131418_5c785870ca744c19521af65ab83fe2e4,蚝油生菜,B,快手家常菜
b7fa7862-694a-4d22-b0f0-7514a790a1e7,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20220221190626_0f321c9d5cb1e88d66b2e58d06502ed7,2022-11-07 21:42:24,20211110143656_6a9cdbd54023df018dc53b3a27ff5e0f,油焖茄子,B,快手家常菜
b1bf059a-dcf8-4cb5-861b-9a5ed82361be,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221107130740_b86f515b8b4d87d0220cc5aec22b79e7,2022-11-07 13:17:15,20211110143656_6a9cdbd54023df018dc53b3a27ff5e0f,油焖茄子,A,快手家常菜
b19b06ca-2b1e-49c0-9399-e7e57f7c8bfc,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20201217194301_3b045fe13f60d16617bbb64631b2895f,2022-11-07 23:25:14,20211125170244_49f69cbaac380eeb3ca54ba87fc15b09,酸辣土豆丝,A,快手家常菜
b134188d-5876-4ac4-9bf0-0b2e743a737c,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221106163010_633d4a48d96c6a04c1ec2570bb6d7a65,2022-11-07 18:57:57,20220119104737_fb052a26141672dfd966822ea01199ea,辣椒炒肉,B,快手家常菜
ae4cc52f-7d67-406b-b946-c21d7f6d0f0b,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20220622224846_433b597072f1f9aea3d89cbe75d1e320,2022-11-07 18:36:56,20220119104737_fb052a26141672dfd966822ea01199ea,辣椒炒肉,B,快手家常菜
ad472e15-c8be-4b47-b86c-4299baf3aaf7,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221103154445_3d7b25d325437b4d6588aec2548bec1c,2022-11-07 18:49:36,20211217113304_b5528e8c5eca28d94f77d67a78d14e16,青椒炒蛋,B,快手家常菜
ad472e15-c8be-4b47-b86c-4299baf3aaf7,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221103154445_3d7b25d325437b4d6588aec2548bec1c,2022-11-07 14:52:12,20211217113304_b5528e8c5eca28d94f77d67a78d14e16,青椒炒蛋,B,快手家常菜
aa7eff33-7c40-4ff5-83ad-b53e52907c33,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20220826095407_e3a44866178e836b66815f246568cc54,2022-11-07 14:35:38,20211125170244_49f69cbaac380eeb3ca54ba87fc15b09,酸辣土豆丝,B,快手家常菜
a9b1bd3c-668a-424d-a240-f9e428992911,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221107145633_166d727daa0a0335d4b45ad0f1bdf7ea,2022-11-07 20:29:26,20211110143656_6a9cdbd54023df018dc53b3a27ff5e0f,油焖茄子,A,快手家常菜
a9b1bd3c-668a-424d-a240-f9e428992911,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221107145633_166d727daa0a0335d4b45ad0f1bdf7ea,2022-11-07 20:29:01,20211125170244_49f69cbaac380eeb3ca54ba87fc15b09,酸辣土豆丝,A,快手家常菜
a82e650e-7036-4ff7-b31c-87da061b708c,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221107212053_26cc5b52342786b0a4e70492a8272b8c,2022-11-07 21:42:29,20211110143656_6a9cdbd54023df018dc53b3a27ff5e0f,油焖茄子,A,快手家常菜
a57c79b5-da8f-41b8-813b-d45c70103512,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221107212210_ff291a1cadfe1ca06bdec3f362f1d8f5,2022-11-07 23:26:21,20211125170244_49f69cbaac380eeb3ca54ba87fc15b09,酸辣土豆丝,A,快手家常菜
9fee127a-9c59-4a31-b8dc-892dbbe60a92,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221104085214_c8a5b043f52d78a388dacd10989349ce,2022-11-07 19:08:36,20211125170244_49f69cbaac380eeb3ca54ba87fc15b09,酸辣土豆丝,B,快手家常菜
9fb6004c-8974-4216-b714-0ea74a89fe5b,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20220315210915_de355e3f55f760d3b6a1f4c2fd340291,2022-11-07 11:37:29,20211110143656_6a9cdbd54023df018dc53b3a27ff5e0f,油焖茄子,B,快手家常菜
961f3b74-5f18-4f70-a845-37de66f624ac,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20210112194453_de64b5dd2b583bc378865f72e260fcc7,2022-11-07 16:11:49,20220119104737_fb052a26141672dfd966822ea01199ea,辣椒炒肉,B,快手家常菜
8ffe14db-ead5-47c4-b433-319da90c2930,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221107222231_2fcf401c86243c1dadadb69526b3d934,2022-11-07 22:25:59,20220119104737_fb052a26141672dfd966822ea01199ea,辣椒炒肉,A,快手家常菜
882cfb06-1e76-4279-9a57-81159f504d84,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20220825235559_c55a5be75d94ac68f1c7696c022956f1,2022-11-07 23:56:27,20211110143656_6a9cdbd54023df018dc53b3a27ff5e0f,油焖茄子,B,快手家常菜
83bf0dff-1ec0-4f8a-bd43-37c743e58237,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221107133822_19da4caae03a1b13428bd2524b0e2df1,2022-11-07 19:46:54,20211217113304_b5528e8c5eca28d94f77d67a78d14e16,青椒炒蛋,A,快手家常菜
820945bd-2592-4048-b4fb-f3cab9ee2d50,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221107130740_b86f515b8b4d87d0220cc5aec22b79e7,2022-11-07 13:31:04,20211110143656_6a9cdbd54023df018dc53b3a27ff5e0f,油焖茄子,A,快手家常菜
77dd753b-5bf0-419f-9c60-b41b7e6d2fa1,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221105065727_333549e38a40d3e629f997c2906e02b3,2022-11-07 17:32:11,20211201131418_5c785870ca744c19521af65ab83fe2e4,蚝油生菜,B,快手家常菜
77dd753b-5bf0-419f-9c60-b41b7e6d2fa1,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221105065727_333549e38a40d3e629f997c2906e02b3,2022-11-07 17:32:49,20220105155437_04961a9885801579c29d89122accd836,芹菜牛肉丝,B,快手家常菜
7585af2b-3f3f-485c-a6e8-8be6de63387a,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20220814100249_ba06005e1b0c13e0f00f59b2e0212b28,2022-11-07 22:31:10,20211217113304_b5528e8c5eca28d94f77d67a78d14e16,青椒炒蛋,A,快手家常菜
7080a6f8-42af-4049-9a0b-0a0eeebdc020,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20220609191750_87b0e13dada7124705bc5ad72fbad52e,2022-11-07 08:24:40,20211110143656_6a9cdbd54023df018dc53b3a27ff5e0f,油焖茄子,B,快手家常菜
6d123d2f-0ddf-4021-b1ea-70022cafd100,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221026195231_cf5226b5c97b085db1ad1d6914069cc7,2022-11-07 20:52:17,20211110143656_6a9cdbd54023df018dc53b3a27ff5e0f,油焖茄子,B,快手家常菜
6bc0d453-c97e-43ba-8ced-a3bdd2bf1d77,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221004182048_5e7e672c5067df686e15b134cf693683,2022-11-07 17:26:51,20211217113304_b5528e8c5eca28d94f77d67a78d14e16,青椒炒蛋,B,快手家常菜
6a46820f-1cd3-4850-8b3d-b773135e92e1,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20220702234510_b9da994ef10c7ea7632a9c451541b96f,2022-11-07 21:41:49,20220119104737_fb052a26141672dfd966822ea01199ea,辣椒炒肉,B,快手家常菜
67683aef-d9ce-4ed0-8d18-31476e65535b,20220124150845_937cc36432b395f1a2f664bfa738ac4f,2022-11-07,20221104214007_5c828e9065baaf393d357f0a2f46048f,2022-11-07 22:43:08,20211130102404_805c39747474e88e5fe7bb353b44312e,西红柿炒蛋,A,快手家常菜
