pdate,menu_name_sub,A,B
2022-10-22,蒜蓉菠菜|快手家常菜,,4.0
2022-10-22,芹菜牛肉丝|快手家常菜,1.0,3.0
2022-10-22,一品豆腐|养生滋补,,3.0
2022-10-22,辣椒炒肉|快手家常菜,,3.0
2022-10-22,茄汁花菜|快手家常菜,2.0,2.0
2022-10-22,酸辣白菜|简单不翻车,12.0,
2022-10-22,肉末茄子|简单不翻车,7.0,
2022-10-22,糖醋包菜|简单不翻车,5.0,
2022-10-22,干炒牛河|粤式风味,3.0,
2022-10-22,红烧肉（家常版）|肉食主义,3.0,
2022-10-22,可乐鸡翅|肉食主义,2.0,
2022-10-22,油焖大虾|鱼虾鲜味,2.0,
2022-10-22,排骨炖土豆|肉食主义,1.0,
2022-10-22,松子玉米虾丁（月子餐）|产后营养餐,1.0,
2022-10-22,淮南牛肉粉丝汤|徽州风味,1.0,
2022-10-22,白灼虾|粤式风味,1.0,
2022-10-22,肉末烧土豆|爱吃土豆,1.0,
2022-10-22,蚝油生菜|素菜小炒,1.0,
2022-10-22,香菇青菜|素菜小炒,1.0,
2022-10-22,黄金带鱼|鱼虾鲜味,1.0,
2022-10-21,酸辣土豆丝|快手家常菜,5.0,17.0
2022-10-21,西红柿炒蛋|快手家常菜,10.0,16.0
2022-10-21,虾仁炒蛋|养生滋补,3.0,8.0
2022-10-21,养生小炒（滋补餐）|养生滋补,3.0,6.0
2022-10-21,油焖茄子|快手家常菜,11.0,3.0
2022-10-21,青椒炒蛋|快手家常菜,1.0,3.0
2022-10-21,蚝油生菜|快手家常菜,1.0,2.0
2022-10-21,辣椒炒肉|快手家常菜,1.0,2.0
2022-10-21,板栗焖鸡块（滋补餐）|养生滋补,,2.0
2022-10-21,麻婆豆腐|快手家常菜,,2.0
2022-10-21,一品豆腐|养生滋补,,1.0
2022-10-21,油焖香菇（滋补餐）|养生滋补,,1.0
2022-10-21,蒜蓉菠菜|快手家常菜,,1.0
2022-10-21,糖醋包菜|简单不翻车,8.0,
2022-10-21,酸辣白菜|简单不翻车,6.0,
2022-10-21,肉末茄子|简单不翻车,5.0,
2022-10-21,香菇青菜|素菜小炒,3.0,
2022-10-21,澳洲谷饲西冷牛排|西式料理,2.0,
2022-10-21,红烧肉（家常版）|肉食主义,2.0,
2022-10-21,蚝油生菜|素菜小炒,2.0,
2022-10-21,麻婆豆腐|川渝风味,2.0,
2022-10-21,干炒牛河|粤式风味,1.0,
2022-10-21,排骨炖土豆|肉食主义,1.0,
2022-10-21,松茸鸡汤（滋补餐）|养生滋补,1.0,
2022-10-21,米兰式煎牛排|西式料理,1.0,
2022-10-21,红烧排骨|红烧滋味,1.0,
2022-10-21,茄汁花菜|快手家常菜,1.0,
2022-10-21,蒜蓉菜心|粤式风味,1.0,
2022-10-20,酸辣土豆丝|快手家常菜,9.0,18.0
2022-10-20,西红柿炒蛋|快手家常菜,11.0,14.0
2022-10-20,虾仁炒蛋|养生滋补,7.0,10.0
2022-10-20,油焖茄子|快手家常菜,5.0,8.0
2022-10-20,养生小炒（滋补餐）|养生滋补,3.0,7.0
2022-10-20,一品豆腐|养生滋补,,7.0
2022-10-20,松茸鸡汤（滋补餐）|养生滋补,1.0,6.0
2022-10-20,辣椒炒肉|快手家常菜,1.0,6.0
2022-10-20,三丝烩百叶|养生滋补,,6.0
2022-10-20,麻婆豆腐|快手家常菜,2.0,5.0
2022-10-20,板栗焖鸡块（滋补餐）|养生滋补,1.0,4.0
2022-10-20,茄汁花菜|快手家常菜,1.0,3.0
2022-10-20,青椒炒蛋|快手家常菜,1.0,3.0
2022-10-20,蒜蓉菠菜|快手家常菜,1.0,2.0
2022-10-20,芹菜牛肉丝|快手家常菜,,2.0
2022-10-20,油焖香菇（滋补餐）|养生滋补,1.0,1.0
2022-10-20,酸辣白菜|简单不翻车,9.0,
2022-10-20,肉末茄子|简单不翻车,8.0,
2022-10-20,可乐鸡翅|肉食主义,3.0,
2022-10-20,排骨炖土豆|肉食主义,2.0,
2022-10-20,红烧鸡翅|红烧滋味,2.0,
2022-10-20,酸辣白菜|素菜小炒,2.0,
2022-10-20,黄金带鱼|鱼虾鲜味,2.0,
2022-10-20,油焖春笋|雅致苏菜,1.0,
2022-10-20,红烧肉|红烧滋味,1.0,
2022-10-20,红烧肉（家常版）|肉食主义,1.0,
2022-10-20,蒜香蒸茄（减脂餐）|减脂轻食,1.0,
2022-10-20,蚝油生菜|快手家常菜,1.0,
2022-10-20,西红柿蛋汤|家常靓汤,1.0,
